"№
п/п";"Код
номенклатуры";Ноенклатура;"Кол-во
на складах";"Макс.
закупка";Опт Карта Рубин;Опт Карта Рубин +;Розничная цена;Оптовая цена;gold;platinum
204;00080352;Розетка 2-м СП BRITE РС12-3-БрКр 16А в сборе с заземл. без защ. шторок беж. IEK BR-R21-16-K10-F;60;251,72;381;368;381;319;361,95;342,9
205;00080470;Розетка 2-м СП BRITE РС12-3-БрБ 16А в сборе с заземл. без защ. шторок бел. IEK BR-R21-16-K01-F;0;208,24;312;303;312;263;296,4;280,8
206;00080566;Розетка 2-м СП BRITE PC12-3-БрЧ 16А в сборе с заземл. без защ.шторок черн. ІЕК BR-R21-16-K02-F;24;289,09;446;411;446;354;423,7;401,4
207;00080468;Розетка 2-м СП BRITE PC12-2-БрБ 10А в сборе без заземл. без защ шторок бел, IEK BR-R20-10-K01-F;22;177,9;286;264;286;227;271,7;257,4
208;00080300;Розетка 2-м СП AtlasDesign 16А IP20 с заземл. в сборе карбон SE ATN001024;84;378,81;599;582;599;502;569,05;539,1
209;00080286;Розетка 2-м СП AtlasDesign 16А IP20 с заземл. в сборе бел. SE ATN000124;132;217,52;329;318;329;276;312,55;296,1
210;00080258;Розетка 2-м СП AtlasDesign 16А IP20 с заземл. в сборе алюм. SE ATN000324;42;273,12;434;419;434;364;412,3;390,6
211;00080368;Розетка 2-м ОП TORS 16A IP55 TS222 горизонт. с заземл. с крышкой бел. IEK TS-R26-16-55-G-K41;0; ;967;967;967;967;918,65;870,3
212;00080367;Розетка 2-м ОП TORS 16A IP55 TS122 горизонт, с заземл. с крышкой графит IEK TS-R26-16-55-G-K53;0; ;967;967;967;967;918,65;870,3
213;00080552;Розетка 2-м ОП GLORY РСШ22-3-ХБ 16А с заземл, защ, шторки бел. ІЕК ERH24-K01-16;13;98,95;191;176;191;152;181,45;171,9
214;00080551;Розетка 2-м ОП GLORY PC22-3-ХД 16А с заземл. дуб IEK ERH21-K24-16;0; ;340;313;340;270;323;306
215;00080960;Розетка 2-м без З/К с/у AtlasDesign 16А в сборе бел. ATN000120;33;182,63;276;267;276;232;262,2;248,4
216;00080980;Розетка 2-м AtlasDesign 16А без З/К с/у в сборе шампань ATN000520;20;257,65;386;375;386;325;366,7;347,4
217;00080971;Розетка 2-м AtlasDesign 16А без З/К с/у в сборе мокко ATN000620;18;257,65;386;375;386;325;366,7;347,4
218;00080970;Розетка 2-м AtlasDesign 16А без З/К с/у в сборе карбон ATN001020;150;384,23;517;502;517;435;491,15;465,3
219;00080977;Розетка 2-м AtlasDesign 16А без З/К с/у в сборе беж. ATN000220;28;170,49;256;248;256;215;243,2;230,4
220;00080976;Розетка 2-м AtlasDesign 16А без З/К с/у в сборе алюминий ATN000320;36;257,65;386;375;386;325;366,7;347,4
221;00080451;Розетка 1гн ТВ оконечная  с/у крем механизм INSPIRIA Legrand (1/5);20;247,23;394;380;394;329;374,3;354,6
222;00079590;Патрон карболитовый подвесной Е27 черн. без наклейки EKF;8;24,37;40;38;40;31;38;36
223;00079589;Патрон карболитовый наст. Е27 черн. наклонный EKF;49;41,38;75;72;75;58;71,25;67,5
224;00083245;Патрон Е27 подвесной, термостойкий пластик, белый, TDM;109;15,15;25;25;25;22;23,75;22,5
225;00079588;Патрон Е27 подвесной с клеммной колодкой пласт бел. EKF;0; ;72;68;72;55;68,4;64,8
226;00083250;Патрон Е27 настенный, термостойкий пластик, наклонный, черный, Б/Н TDM;182;23,71;40;38;40;34;38;36
227;00083238;Патрон Е27 настенный, термостойкий пластик, наклонный, белый, Б/Н TDM;173;23,71;40;38;40;34;38;36
228;00079587;Патрон Е27 керамический подвесной Пкр27-04-К43 IEK (1/200);0; ;29;25;29;20;27,55;26,1
229;00083244;Патрон Е14 с кольцом, термостойкий пластик, белый, Б/Н TDM;130;11,89;20;19;20;17;19;18
230;00083246;Патрон Е14 подвесной, термостойкий пластик, белый, TDM;91;10,32;17;17;17;15;16,15;15,3
231;00083243;Патрон GU5.3 керамический Народный;200;7,49;13;12;13;11;12,35;11,7
232;00079586;Патрон GU5.3 для галогенных ламп EKF;43;13,65;42;40;42;22;39,9;37,8
233;00081196;Ответвитель Т-образ. 50х300 мм EKF;0; ;1 913,00; ;1 913,00;1 588,00;1 817,35;1 721,70
234;00081197;Ответвитель Т-образ. 50х100 мм EKF;0; ;1 091,00; ;1 091,00;905;1 036,45;981,9
235;00079427;Ответвит. сжим (орех) У859М (50-70 мм2, 4-35 мм2) StreamLine;37;101,26;171;162;171;132;162,45;153,9
236;00079426;Ответвит. сжим (орех) У733М (16-35 мм2, 1,5-10 мм2) Stream Line;64;35,76;54;51;54;42;51,3;48,6
237;00085997;Отвертка-пробник ОП-2Э IEK;0; ; ; ; ; ; ; 
238;00085996;Отвертка-пробник ОП-1 IEK;0; ; ; ; ; ; ; 
239;00080051;Основание прямое НБП 01-60-004/НББ 64-60/НББ 04-60-002-УХЛ4 (1/100);11;33,32;75;65;75;65;71,25;67,5
240;00082102;Опора ОГКЛф-8(К240-180-4х25)-ц;0; ; ; ; ;33 800,00; ; 
241;00080660;Настенный светильник уличный Apeyron Леда 11-99 E27 цвет белый;2;851,8;1 290,00;1 225,50;1 290,00;1 090,00;1 225,50;1 161,00
242;00079583;Наконечник штыревой втулочный НШвИ(2) 10,0-14 (50шт.) EKF;42;178,42;312;298;312;239;296,4;280,8
243;00079582;Наконечник штыревой втулочный НШвИ 6,0-12 (50шт.) EKF;40;77,3;135;129;135;104;128,25;121,5
244;00079581;Наконечник штыревой втулочный НШвИ 10,0-12 (50шт.) EKF;50;96,9;170;162;170;130;161,5;153
245;00079580;Наконечник штыревой втулочный НШвИ 1,5-8 (50шт.) EKF;13;26,94;47;45;47;36;44,65;42,3
246;00082363;Наконечник ТМЛ 95-13-12 медно-луженый IEK (10/50/600);0; ;238;231;238;200;226,1;214,2
247;00082366;Наконечник ТМЛ 35-8-8 медно-луженый IEK (20/100/1200);0; ;77;75;77;65;73,15;69,3
248;00082364;Наконечник ТМЛ 25-7-8 медно-луженый IEK (20/200/2400);0; ;57;57;57;49;54,15;51,3
249;00080263;Переключатель проходной 1-кл. СП AtlasDesign 10А IP20 (сх. 6) 10AX механизм беж. SE ATN000261;154;201,31;304;295;304;255;288,8;273,6
250;00080249;Переключатель проходной 1-кл. СП AtlasDesign 10А IP20 (сх. 6) 10AX механизм алюм. SE ATN000361;77;253,64;412;400;412;347;391,4;370,8
251;00081031;Переключатель 1кл промеж с/у шампань механизм AtlasDesign Systeme Electric  (1/5);15;512,31;769;745;769;646;730,55;692,1
252;00080557;Переключатель 1кл промеж с/у черный механизм ВС10-1-3-БрЧ BRITE IEK (1/10/100);12;316,39;537;518;537;421;510,15;483,3
253;00081022;Переключатель 1кл промеж с/у песочный механизм AtlasDesign Systeme Electric  (1/5);0; ; ; ; ; ; ; 
254;00081028;Переключатель 1кл промеж с/у мокко механизм AtlasDesign Systeme Electric  (1/5);8;512,31;769;745;769;646;730,55;692,1
255;00081025;Переключатель 1кл промеж с/у карбон механизм AtlasDesign Systeme;30;682,37;1 024,00;992;1 024,00;860;972,8;921,6
256;00081024;Переключатель 1кл промеж с/у белый механизм AtlasDesign Systeme;17;337,13;506;490;506;425;480,7;455,4
257;00081027;Переключатель 1кл промеж с/у алюминий механизм AtlasDesign;20;512,31;769;745;769;646;730,55;692,1
258;00080961;Переключатель 1кл перекрестный с/у бежевый механизм AtlasDesign Systeme Electric (1/5);40;360,95;546;528;546;458;518,7;491,4
259;00080385;Переключатель 1-кл. СП Etika 10А IP20 250В 10AX безвинтов. зажимы механизм сл. кость Leg 672305 RS;32;179,82;250; ;250;225;237,5;225
260;00079442;Перекл. бра бел. 6А 250В EKF;238;41,84;126;120;126;66;119,7;113,4
261;00079656;Патч-корд кат.5e неэкранированный UTP оболочка LSZH сер. (0.5м) TeraLINK PRO  TRP-5EUTP-LSH-05M-G RS;9;74,7;104; ;104;94;98,8;93,6
262;00079661;Патч-корд кат.5e (1Гбит/с) неэкранированный UTP оболочка PVC сер. (5м) TERACOM  TRC-5EUTP-PVC-5M- RS;3;180,99;285;265,05;285;240;270,75;256,5
263;00079660;Патч-корд кат.5e (1Гбит/с) неэкранированный UTP оболочка PVC сер. (3м) TERACOM  TRC-5EUTP-PVC-3M- RS;4;117,95;165; ;165;148;156,75;148,5
264;00079659;Патч-корд кат.5e (1Гбит/с) неэкранированный UTP оболочка PVC сер. (2м) TERACOM  TRC-5EUTP-PVC-2M- RS;1;90,61;126; ;126;114;119,7;113,4
265;00079658;Патч-корд кат.5e (1Гбит/с) неэкранированный UTP оболочка PVC сер. (1м) TERACOM  TRC-5EUTP-PVC-1M- RS;0; ;84; ;84;76;79,8;75,6
266;00079657;Патч-корд TERACOM PRO Cat.5E неэкран. UTP PVC серый (1,0м);49;76,85;130;123;130;100;123,5;117
267;00079594;Патрон-переходник Е14/Е27 белый (инд.упак) ПР14-27-К02 IEK (1/50/200);108;65,61;98;96;98;83;93,1;88,2
268;00079593;Патрон-переходник вилка/Е27 с выкл белый ЭРА (1/20/200);186;101,38;152;148;152;128;144,4;136,8
269;00083138;Патрон-переходник E14/E27 пластиковый белый ЭРА;200;47,96; ; ; ; ; ; 
270;00043144;Патрон электрич. E14 подвесной термопластик 2А 250В UNIVersal 5560712 RS;0; ; ; ;36;32;34,2;32,4
271;00083249;Патрон подвесной с клеммной колодкой, Е27, белый, TDM;45;36,76;61;59;61;53;57,95;54,9
272;00083247;Патрон керамический E27, Народный;275;12,55;21;21;21;18;19,95;18,9
273;00079592;Патрон керамический E27 EKF;47;17,17;27;25;27;20;25,65;24,3
274;00083242;Патрон карболитовый потолочный, Е27, черный, прямой, Б/Н TDM;58;26,75;45;43;45;39;42,75;40,5
275;00079591;Патрон карболитовый потолочный Е27 черн. прямой EKF;20;42,01;76;73;76;59;72,2;68,4
276;00083240;Патрон карболитовый подвесной, Е27, черный, TDM;197;18,88;32;31;32;27;30,4;28,8
277;00082904;Механизм розетки TV звезда 1-м СП Glossa 1DB бел. SchE GSL000193;20;167,13;253;245;253;212;240,35;227,7
278;00080642;Механизм розетки TV 1-м СП Glossa 1DB бел. SchE GSL000191 RS;0; ;438; ;438;394;416,1;394,2
279;00080619;Механизм розетки TV 1-м СП Glossa 1DB беж. SchE GSL000291 RS;21;401,88;608;588;608;510;577,6;547,2
280;00080641;Механизм розетки 2-м СП Glossa 16А IP20 с заземл. бел. SchE GSL000124;27;232,17;351;340;351;295;333,45;315,9
281;00082906;Механизм розетки 2-м СП Glossa 16А IP20 с заземл. беж. SchE GSL000224;2;232,17;351;340;351;295;333,45;315,9
282;00082903;Механизм розетки 2-м СП Glossa 16А IP20 без заземл. бел. SchE GSL000120;200;202,02;306;296;306;256;290,7;275,4
283;00082907;Механизм розетки 2-м СП Glossa 16А IP20 без заземл. беж. SchE GSL000220;122;202,02;306;296;306;256;290,7;275,4
284;00080640;Механизм розетки 1-м СП Glossa 16А IP20 с заземл. защ. шторки бел. SchE GSL000145 RS;19;155,77;244; ;244;220;231,8;219,6
285;00080618;Механизм розетки 1-м СП Glossa 16А IP20 с заземл. защ. шторки беж. SchE GSL000245 RS;7;155,44;244; ;244;220;231,8;219,6
286;00080639;Механизм розетки 1-м СП Glossa 16А IP20 с заземл. бел. SchE GSL000143 RS;79;135,25;205;198;205;172;194,75;184,5
287;00080617;Механизм розетки 1-м СП Glossa 16А IP20 с заземл. беж. SchE GSL000243 RS;212;135,25;205;198;205;172;194,75;184,5
288;00082902;Механизм розетки 1-м СП Glossa 16А IP20 без заземл. бел. SchE GSL000141;158;123,62;187;181;187;157;177,65;168,3
289;00082908;Механизм розетки 1-м СП Glossa 16А IP20 без заземл. беж. SchE GSL000241;125;123,62;187;181;187;157;177,65;168,3
290;00082905;Механизм переключателя промежут 1-кл. СП Glossa 10А IP20 (сх. 6) 10AX бел. SchE GSL000171;11;328,22;496;480;496;416;471,2;446,4
291;00080638;Механизм переключателя 2-кл. СП Glossa 10А IP20 (сх. 6/2) 10AX бел. SchE GSL000165 RS;1;291,9;400; ;400;360;380;360
292;00080616;Механизм переключателя 2-кл. СП Glossa 10А IP20 (сх. 6/2) 10AX беж. SchE GSL000265 RS;4;114,25;400; ;400;360;380;360
293;00080637;Механизм переключателя 1-кл. СП Glossa 10А IP20 (сх. 6) 10AX бел. SchE GSL000161 RS;20;197,27;298;289;298;250;283,1;268,2
294;00080615;Механизм переключателя 1-кл. СП Glossa 10А IP20 (сх. 6) 10AX беж. SchE GSL000261 RS;30;197,27;298;289;298;250;283,1;268,2
295;00082910;Механизм переключателя 1-кл. промеж СП Glossa 10А IP20 (сх. 6) 10AX беж. SchE GSL000271;20;328,22;496;480;496;416;471,2;446,4
296;00080636;Механизм выключателя 3-кл. СП Glossa 10А IP20 (сх. 1+1+1) 10AX бел. SchE GSL000131 RS;6;237,11;363; ;363;327;344,85;326,7
297;00080614;Механизм выключателя 3-кл. СП Glossa 10А IP20 (сх. 1+1+1) 10AX беж. SchE GSL000231 RS;31;230,93;363; ;363;327;344,85;326,7
298;00080635;Механизм выключателя 2-кл. СП Glossa 10А IP20 (сх. 5а) 10AX с подсветкой бел. SchE GSL000153 RS;1;39,01;338; ;338;304;321,1;304,2
299;00043124;Механизм выключателя 2-кл. СП Glossa 10А IP20 (сх. 5а) 10AX с подсветкой беж. SchE GSL000253 RS;8;244,92;338; ;338;304;321,1;304,2
300;00080634;Механизм выключателя 2-кл. СП Glossa 10А IP20 (сх. 5) 10AX бел. SchE GSL000151 RS;32;172,29;271;252;271;244;257,45;243,9
301;00043110;Механизм выключателя 2-кл. СП Glossa 10А IP20 (сх. 5) 10AX беж. SchE GSL000251 RS;57;173,59;261;252;261;219;247,95;234,9
302;00080633;Механизм выключателя 1-кл. СП Glossa 10А IP20 (сх. 1а) 10AX с подсветкой бел. SchE GSL000113 RS;0; ;190; ;190;173;180,5;171
303;00043121;Механизм выключателя 1-кл. СП Glossa 10А IP20 (сх. 1а) 10AX с подсветкой беж. SchE GSL000213 RS;9;173,69;238; ;238;214;226,1;214,2
304;00082367;Наконечник ТМЛ 185-18-16 медно-луженый IEK (10/20/240);0; ;639;620;639;537;607,05;575,1
305;00082365;Наконечник ТМЛ 16-6-8 медно-луженый IEK (50/200/2400);0; ;41;41;41;36;38,95;36,9
306;00082362;Наконечник ТМЛ 150-17-14 медно-луженый IEK (5/25/300);0; ;456;443;456;384;433,2;410,4
307;00079579;Наконечник луженый медный ТМЛ 6-6-4 опрес. Tokov Electric TKE-TML-6-6-4;0; ;16;14,88;16;13;15,2;14,4
308;00080661;Наконечник луженый медный ТМЛ 4-5-3 опрес. Tokov Electric TKE-TML-4-5-3;9;8,77;15;13,95;15;11;14,25;13,5
309;00080662;Наконечник луженый медный ТМЛ 25-10-8 опрес. Tokov Electric TKE-TML-25-10-8;1;38,48;60;55,8;60;50;57;54
310;00079578;Наконечник луженый медный ТМЛ 2.5-6-2.6 опрес. Tokov Electric TKE-TML-2.5-6-2.6;23;7,58;12;11,16;12;10;11,4;10,8
311;00079577;Наконечник луженый медный ТМЛ 10-5-5 опрес. Tokov Electric TKE-TML-10-5-5;10;20,24;32;29,76;32;27;30,4;28,8
312;00079576;Наконечник алюминиевый ТА-16-8-5,4 EKF;30;9,26;18;17;18;14;17,1;16,2
313;00079575;Наконечник алюминиевый ТА-10-8-4,5 EKF;104;10,15;18;17;18;14;17,1;16,2
314;00079574;Наконечник алюминиевый ТА 25-8-7 EKF;31;15,02;26;24;26;20;24,7;23,4
315;00079477;Набор ТУТк клеевые 9/3 нг черн. 20шт 100мм EKF;47;149,01;269;257;269;206;255,55;242,1
316;00079476;Набор ТУТк клеевые 6/2 нг черн. 20шт 100мм EKF;27;117,25;212;202;212;162;201,4;190,8
317;00079475;Набор ТУТк клеевые 12/4 нг черн. 10шт 100мм EKF;41;106,42;192;183;192;147;182,4;172,8
